Salary Date,Salary Month,Salary ID,Salary Status,Employee ID,Employee Name,Gender,Generation,Joining,Termination,Term Category,Term Reason,Term Sub Reason,Employee Grade,Location,Career Bucket,Age Bucket,Manager ID,Manager Name,Performance,Talent,Department,active_months
2012-11-15,2012-11,100091_2012-11,Inactive,100091,Name_100091,Male,Millennials,2005-12-01,2012-11-02,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,100076,Name_100076,E,,AO,83.0
2012-11-15,2012-11,101349_2012-11,Inactive,101349,Name_101349,Female,Millennials,2010-08-01,2012-10-30,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,Below 30,21 To 25,101412,Name_101412,E,,AR,26.0
2012-11-15,2012-11,101352_2012-11,Inactive,101352,Name_101352,Male,Millennials,2010-09-01,2012-10-21,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,101401,Name_101401,E,,AR,25.0
2012-11-15,2012-11,101353_2012-11,Inactive,101353,Name_101353,Male,Gen X,2006-08-01,2012-10-30,VOLUNTARY,Voluntary Termination,Family Problems,Mid,Bengaluru,Above 35,41 T0 45,101569,Name_101569,E,,AS,74.0
2012-11-15,2012-11,101354_2012-11,Inactive,101354,Name_101354,Male,Millennials,2006-10-01,2012-10-26,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Below 30,26 To 30,101688,Name_101688,E,,AY,72.0
2012-11-15,2012-11,101355_2012-11,Inactive,101355,Name_101355,Male,Millennials,2006-06-01,2012-11-04,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,101645,Name_101645,E,,AY,77.0
2012-12-15,2012-12,100139_2012-12,Inactive,100139,Name_100139,Female,Millennials,2009-12-01,2012-12-12,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100170,Name_100170,E,,AC,36.0
2012-12-15,2012-12,100368_2012-12,Inactive,100368,Name_100368,Female,Millennials,2009-07-01,2012-11-27,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,100417,Name_100417,E,,AD,40.0
2012-12-15,2012-12,100719_2012-12,Inactive,100719,Name_100719,Male,Millennials,2007-07-01,2012-11-20,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,26 To 30,100667,Name_100667,E,,AI,64.0
2012-12-15,2012-12,100767_2012-12,Inactive,100767,Name_100767,Male,Millennials,2006-10-01,2012-11-24,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,26 To 30,100633,Name_100633,E,,AI,73.0
2012-12-15,2012-12,100100_2012-12,Inactive,100100,Name_100100,Male,Gen X,2006-06-01,2012-11-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,41 T0 45,102338,Name_102338,E,,AI,77.0
2012-12-15,2012-12,101158_2012-12,Inactive,101158,Name_101158,Male,Millennials,2008-10-01,2012-12-07,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,26 To 30,100076,Name_100076,E,,AO,50.0
2012-12-15,2012-12,100089_2012-12,Inactive,100089,Name_100089,Female,Millennials,2008-10-01,2012-11-16,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Below 30,26 To 30,101162,Name_101162,E,,AO,49.0
2012-12-15,2012-12,101225_2012-12,Inactive,101225,Name_101225,Female,Millennials,2011-03-01,2012-11-18,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Chennai,31 to 35,31 To 35,101252,Name_101252,E,,BP,20.0
2012-12-15,2012-12,100543_2012-12,Inactive,100543,Name_100543,Male,Gen X,2006-09-01,2012-12-15,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Chennai,Above 35,41 T0 45,101254,Name_101254,E,,BP,75.0
2012-12-15,2012-12,101383_2012-12,Inactive,101383,Name_101383,Male,Millennials,2008-10-01,2012-11-27,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Below 30,26 To 30,101494,Name_101494,E,,BF,49.0
2012-12-15,2012-12,101391_2012-12,Inactive,101391,Name_101391,Male,Millennials,2011-12-01,2012-11-30,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101566,Name_101566,E,,AY,11.0
2012-12-15,2012-12,101437_2012-12,Inactive,101437,Name_101437,Male,Millennials,2002-08-01,2012-12-04,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,101465,Name_101465,E,,AY,124.0
2013-01-14,2013-01,100308_2013-01,Inactive,100308,Name_100308,Male,Millennials,2011-10-01,2012-12-25,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,36 T0 40,100270,Name_100270,E,,AX,14.0
2013-01-14,2013-01,100539_2013-01,Inactive,100539,Name_100539,Male,Millennials,2008-04-01,2012-12-29,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,100538,Name_100538,E,,BV,56.0
2013-01-14,2013-01,100933_2013-01,Inactive,100933,Name_100933,Male,Millennials,2012-09-01,2012-12-30,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,Below 30,21 To 25,100601,Name_100601,E,,AI,3.0
2013-01-14,2013-01,100917_2013-01,Inactive,100917,Name_100917,Male,Millennials,2012-04-01,2012-12-29,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,31 to 35,31 To 35,100598,Name_100598,E,,AI,8.0
2013-01-14,2013-01,100643_2013-01,Inactive,100643,Name_100643,Male,Millennials,2011-04-01,2012-12-24,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,Below 30,26 To 30,100620,Name_100620,E,,AI,20.0
2013-01-14,2013-01,100698_2013-01,Inactive,100698,Name_100698,Female,Millennials,2009-10-01,2013-01-14,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100635,Name_100635,E,,AI,39.0
2013-01-14,2013-01,100700_2013-01,Inactive,100700,Name_100700,Male,Millennials,2009-09-01,2012-12-31,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Below 30,21 To 25,100745,Name_100745,E,,AI,39.0
2013-01-14,2013-01,100797_2013-01,Inactive,100797,Name_100797,Male,Millennials,2005-12-01,2013-01-14,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,100439,Name_100439,E,,AI,85.0
2013-01-14,2013-01,100250_2013-01,Inactive,100250,Name_100250,Male,Millennials,2011-12-01,2013-01-10,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,101481,Name_101481,E,,AV,13.0
2013-01-14,2013-01,101453_2013-01,Inactive,101453,Name_101453,Female,Millennials,2009-02-01,2012-12-31,VOLUNTARY,Voluntary Termination,Not Interested in JOB,Junior,Bengaluru,31 to 35,31 To 35,101540,Name_101540,E,,BF,46.0
2013-02-15,2013-02,100140_2013-02,Inactive,100140,Name_100140,Male,Millennials,2009-10-01,2013-02-05,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Below 30,26 To 30,100191,Name_100191,E,,AC,40.0
2013-02-15,2013-02,100294_2013-02,Inactive,100294,Name_100294,Female,Millennials,2011-02-01,2013-01-22,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,Below 30,26 To 30,100270,Name_100270,E,,AX,23.0
2013-02-15,2013-02,100265_2013-02,Inactive,100265,Name_100265,Female,Gen X,2010-12-01,2013-01-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,100270,Name_100270,E,,AX,25.0
2013-02-15,2013-02,100105_2013-02,Inactive,100105,Name_100105,Female,Gen X,2003-12-01,2013-02-12,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,102338,Name_102338,E,,AI,110.0
2013-02-15,2013-02,101090_2013-02,Inactive,101090,Name_101090,Male,Millennials,2006-07-01,2013-01-28,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,31 to 35,31 To 35,102446,Name_102446,E,,CH,78.0
2013-02-15,2013-02,100094_2013-02,Inactive,100094,Name_100094,Male,Gen X,2001-09-01,2013-02-12,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Above 35,41 T0 45,100076,Name_100076,E,,AO,137.0
2013-02-15,2013-02,101149_2013-02,Inactive,101149,Name_101149,Male,Millennials,2007-10-01,2013-02-12,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,Below 30,26 To 30,101059,Name_101059,E,,AO,64.0
2013-02-15,2013-02,101066_2013-02,Inactive,101066,Name_101066,Male,Gen X,2005-12-01,2013-02-08,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,100076,Name_100076,E,,AO,86.0
2013-02-15,2013-02,101465_2013-02,Inactive,101465,Name_101465,Female,Gen X,2001-05-01,2013-01-29,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101725,Name_101725,E,,AY,140.0
2013-03-15,2013-03,100068_2013-03,Inactive,100068,Name_100068,Male,Gen X,2002-05-01,2013-02-19,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,102330,Name_102330,E,,AJ,129.0
2013-03-15,2013-03,100661_2013-03,Inactive,100661,Name_100661,Male,Millennials,2010-07-01,2013-02-19,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,31 to 35,31 To 35,100635,Name_100635,E,,AI,31.0
2013-03-15,2013-03,100739_2013-03,Inactive,100739,Name_100739,Male,Gen X,2007-09-01,2013-02-16,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,Above 35,41 T0 45,100830,Name_100830,E,,AI,65.0
2013-03-15,2013-03,100104_2013-03,Inactive,100104,Name_100104,Female,Gen X,2004-11-01,2013-03-02,VOLUNTARY,Voluntary Termination,Family Problems,Mid,Bengaluru,Above 35,41 T0 45,102338,Name_102338,E,,AI,100.0
2013-03-15,2013-03,101067_2013-03,Inactive,101067,Name_101067,Male,Millennials,2011-05-01,2013-03-15,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,101058,Name_101058,E,,AU,22.0
2013-03-15,2013-03,101103_2013-03,Inactive,101103,Name_101103,Male,Millennials,2008-06-01,2013-03-12,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Below 30,26 To 30,101115,Name_101115,E,,CB,57.0
2013-03-15,2013-03,101508_2013-03,Inactive,101508,Name_101508,Male,Millennials,2009-11-01,2013-02-16,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,101645,Name_101645,E,,AY,39.0
2013-04-15,2013-04,101493_2013-04,Inactive,101493,Name_101493,Male,Gen X,2003-06-01,2013-03-17,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Above 35,41 T0 45,101495,Name_101495,E,,BF,117.0
2013-05-15,2013-05,100436_2013-05,Inactive,100436,Name_100436,Male,Millennials,2013-01-01,2013-04-28,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,Below 30,26 To 30,100416,Name_100416,E,,AD,3.0
2013-05-15,2013-05,100729_2013-05,Inactive,100729,Name_100729,Male,Millennials,2008-01-01,2013-04-20,VOLUNTARY,Voluntary Termination,Miscellaneous,Junior,Bengaluru,Below 30,26 To 30,100633,Name_100633,E,,AI,63.0
2013-05-15,2013-05,100914_2013-05,Inactive,100914,Name_100914,Female,Millennials,2012-03-01,2013-04-16,VOLUNTARY,Voluntary Termination,Relocation to Native,Mid,Bengaluru,31 to 35,31 To 35,100620,Name_100620,E,,AI,13.0
2013-05-15,2013-05,100475_2013-05,Inactive,100475,Name_100475,Female,Millennials,2008-02-01,2013-04-26,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,31 to 35,31 To 35,100076,Name_100076,E,,AO,62.0
2013-05-15,2013-05,101226_2013-05,Inactive,101226,Name_101226,Male,Gen X,2011-02-01,2013-04-24,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101413,Name_101413,E,,AR,26.0
2013-05-15,2013-05,101450_2013-05,Inactive,101450,Name_101450,Male,Millennials,2006-08-01,2013-04-16,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,101435,Name_101435,E,,AR,80.0
2013-06-12,2013-06,100287_2013-06,Inactive,100287,Name_100287,Male,Gen X,2005-03-01,2013-06-11,VOLUNTARY,Voluntary Termination,Relocation to Native,Mid,Bengaluru,Above 35,41 T0 45,102364,Name_102364,E,,AX,99.0
2013-06-12,2013-06,100432_2013-06,Inactive,100432,Name_100432,Female,Millennials,2012-11-01,2013-05-16,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,Below 30,26 To 30,100416,Name_100416,E,,AD,6.0
2013-06-12,2013-06,100412_2013-06,Inactive,100412,Name_100412,Male,Gen X,2004-11-01,2013-05-16,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Above 35,36 T0 40,100421,Name_100421,E,,AD,102.0
2013-06-12,2013-06,100116_2013-06,Inactive,100116,Name_100116,Female,Millennials,2008-11-01,2013-06-08,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,101224,Name_101224,E,,BO,55.0
2013-06-12,2013-06,100666_2013-06,Inactive,100666,Name_100666,Male,Millennials,2010-05-01,2013-05-21,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,100599,Name_100599,E,,AI,36.0
2013-06-12,2013-06,100765_2013-06,Inactive,100765,Name_100765,Female,Millennials,2006-10-01,2013-06-11,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,31 to 35,31 To 35,100667,Name_100667,E,,AI,80.0
2013-06-12,2013-06,101446_2013-06,Inactive,101446,Name_101446,Female,Millennials,2008-10-01,2013-06-08,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,Below 30,26 To 30,101413,Name_101413,E,,AR,56.0
2013-06-12,2013-06,101448_2013-06,Inactive,101448,Name_101448,Male,Millennials,2007-12-01,2013-05-16,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101413,Name_101413,E,,AR,65.0
2013-07-15,2013-07,100367_2013-07,Inactive,100367,Name_100367,Male,Millennials,2009-07-01,2013-07-15,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,31 to 35,31 To 35,100431,Name_100431,E,,AD,48.0
2013-07-15,2013-07,100657_2013-07,Inactive,100657,Name_100657,Male,Millennials,2010-07-01,2013-07-09,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Below 30,26 To 30,100605,Name_100605,E,,AI,36.0
2013-07-15,2013-07,100697_2013-07,Inactive,100697,Name_100697,Male,Millennials,2009-09-01,2013-07-15,VOLUNTARY,Voluntary Termination,Marriage,Junior,Bengaluru,Below 30,26 To 30,100620,Name_100620,E,,AI,46.0
2013-07-15,2013-07,101454_2013-07,Inactive,101454,Name_101454,Male,Millennials,2012-10-01,2013-06-30,VOLUNTARY,Voluntary Termination,Miscellaneous,Junior,Bengaluru,31 to 35,26 To 30,101435,Name_101435,E,,AR,8.0
2013-07-15,2013-07,101556_2013-07,Inactive,101556,Name_101556,Male,Millennials,2012-11-01,2013-07-15,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Below 30,26 To 30,101494,Name_101494,E,,BF,8.0
2013-07-15,2013-07,101566_2013-07,Inactive,101566,Name_101566,Male,Gen X,2007-04-01,2013-07-15,VOLUNTARY,Voluntary Termination,Career Growth,Senior,Bengaluru,Above 35,46 T0 50,101725,Name_101725,E,,AY,75.0
2013-08-14,2013-08,100012_2013-08,Inactive,100012,Name_100012,Male,Millennials,2007-05-01,2013-08-10,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,31 to 35,31 To 35,100017,Name_100017,E,,AB,75.0
2013-08-14,2013-08,100040_2013-08,Inactive,100040,Name_100040,Male,Gen X,1984-09-01,2013-08-10,VOLUNTARY,Voluntary Termination,Personal Reason,Senior,Bengaluru,Above 35,51 T0 55,102303,Name_102303,E,,AF,347.0
2013-08-14,2013-08,101250_2013-08,Inactive,101250,Name_101250,Female,Gen X,2010-03-01,2013-08-05,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Pune,Above 35,36 T0 40,101254,Name_101254,E,,BP,41.0
2013-08-14,2013-08,101445_2013-08,Inactive,101445,Name_101445,Male,Millennials,2008-12-01,2013-07-22,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,101435,Name_101435,E,,AR,55.0
2013-08-14,2013-08,101466_2013-08,Inactive,101466,Name_101466,Female,Millennials,2011-12-01,2013-07-25,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,Below 30,26 To 30,101458,Name_101458,E,,CC,19.0
2013-08-14,2013-08,101510_2013-08,Inactive,101510,Name_101510,Male,Gen X,2013-04-01,2013-08-12,VOLUNTARY,Voluntary Termination,Relocation to Native,Mid,Bengaluru,Above 35,41 T0 45,101498,Name_101498,E,,AV,4.0
2013-08-14,2013-08,100149_2013-08,Inactive,100149,Name_100149,Male,Millennials,2008-10-01,2013-07-29,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Below 30,26 To 30,101540,Name_101540,E,,BF,57.0
2013-08-14,2013-08,101604_2013-08,Inactive,101604,Name_101604,Male,Gen X,2003-04-01,2013-07-16,VOLUNTARY,Voluntary Termination,Personal Reason,Senior,Gujarath,Above 35,41 T0 45,102521,Name_102521,E,,BU,123.0
2013-09-15,2013-09,100926_2013-09,Inactive,100926,Name_100926,Male,Millennials,2012-07-01,2013-09-07,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,Below 30,26 To 30,100601,Name_100601,E,,AI,14.0
2013-09-15,2013-09,100879_2013-09,Inactive,100879,Name_100879,Female,Millennials,2011-10-01,2013-09-15,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100904,Name_100904,E,,AI,23.0
2013-09-15,2013-09,100859_2013-09,Inactive,100859,Name_100859,Male,Millennials,2004-12-01,2013-09-10,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,100598,Name_100598,E,,AI,105.0
2013-09-15,2013-09,101419_2013-09,Inactive,101419,Name_101419,Male,Millennials,2008-10-01,2013-09-14,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,26 To 30,101435,Name_101435,E,,CV,59.0
2013-10-15,2013-10,100357_2013-10,Inactive,100357,Name_100357,Male,Millennials,2011-04-01,2013-09-21,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,31 To 35,100416,Name_100416,E,,AD,29.0
2013-10-15,2013-10,100872_2013-10,Inactive,100872,Name_100872,Male,Millennials,2011-10-01,2013-09-20,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100679,Name_100679,E,,AI,23.0
2013-10-15,2013-10,100873_2013-10,Inactive,100873,Name_100873,Male,Millennials,2011-10-01,2013-09-17,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100633,Name_100633,E,,AI,23.0
2013-10-15,2013-10,100685_2013-10,Inactive,100685,Name_100685,Female,Millennials,2009-10-01,2013-09-16,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,31 to 35,31 To 35,100830,Name_100830,E,,AI,47.0
2013-10-15,2013-10,100711_2013-10,Inactive,100711,Name_100711,Female,Millennials,2008-06-01,2013-09-20,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,31 To 35,100605,Name_100605,E,,AI,63.0
2013-10-15,2013-10,100734_2013-10,Inactive,100734,Name_100734,Female,Millennials,2007-10-01,2013-09-16,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Below 30,26 To 30,100679,Name_100679,E,,AI,71.0
2013-10-15,2013-10,100843_2013-10,Inactive,100843,Name_100843,Male,Gen X,2005-02-01,2013-09-24,VOLUNTARY,Voluntary Termination,Miscellaneous,Mid,Bengaluru,Above 35,36 T0 40,100629,Name_100629,E,,AI,103.0
2013-10-15,2013-10,101175_2013-10,Inactive,101175,Name_101175,Male,Millennials,2012-10-01,2013-09-28,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,Below 30,26 To 30,100076,Name_100076,E,,AO,11.0
2013-10-15,2013-10,100080_2013-10,Inactive,100080,Name_100080,Male,Gen X,2002-05-01,2013-09-29,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,101180,Name_101180,E,,AO,136.0
2013-10-15,2013-10,101309_2013-10,Inactive,101309,Name_101309,Male,Millennials,2007-10-01,2013-09-16,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Hyderabad,Below 30,26 To 30,101322,Name_101322,E,,AP,71.0
2013-10-15,2013-10,101509_2013-10,Inactive,101509,Name_101509,Male,Millennials,2012-12-01,2013-09-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101498,Name_101498,E,,AV,9.0
2013-10-15,2013-10,101519_2013-10,Inactive,101519,Name_101519,Female,Millennials,2005-07-01,2013-09-16,VOLUNTARY,Voluntary Termination,Relocation to Native,Junior,Bengaluru,31 to 35,26 To 30,101099,Name_101099,E,,CX,98.0
2013-10-15,2013-10,100133_2013-10,Inactive,100133,Name_100133,Male,Millennials,2010-10-01,2013-10-04,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100178,Name_100178,E,,BF,36.0
2013-10-15,2013-10,101631_2013-10,Inactive,101631,Name_101631,Male,Gen X,2003-11-01,2013-09-16,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Gujarath,Above 35,41 T0 45,101634,Name_101634,E,,BU,118.0
2013-10-15,2013-10,101632_2013-10,Inactive,101632,Name_101632,Male,Millennials,2009-04-01,2013-09-17,VOLUNTARY,Voluntary Termination,Personal Reason,Mid,Bengaluru,Above 35,36 T0 40,101693,Name_101693,E,,AY,53.0
2013-11-15,2013-11,100582_2013-11,Inactive,100582,Name_100582,Male,Millennials,2007-06-01,2013-11-15,VOLUNTARY,Voluntary Termination,Miscellaneous,Mid,Bengaluru,31 to 35,31 To 35,100583,Name_100583,E,,BT,77.0
2013-11-15,2013-11,100621_2013-11,Inactive,100621,Name_100621,Male,Millennials,2000-11-01,2013-11-15,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,31 to 35,31 To 35,100854,Name_100854,E,,AI,156.0
2013-11-15,2013-11,100871_2013-11,Inactive,100871,Name_100871,Female,Millennials,2011-10-01,2013-11-12,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100726,Name_100726,E,,AI,25.0
2013-11-15,2013-11,100874_2013-11,Inactive,100874,Name_100874,Female,Millennials,2011-10-01,2013-11-08,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100745,Name_100745,E,,AI,25.0
2013-11-15,2013-11,100876_2013-11,Inactive,100876,Name_100876,Male,Millennials,2011-10-01,2013-10-20,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100605,Name_100605,E,,AI,24.0
2013-11-15,2013-11,100877_2013-11,Inactive,100877,Name_100877,Male,Millennials,2011-10-01,2013-10-20,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,100745,Name_100745,E,,AI,24.0
2013-11-15,2013-11,100903_2013-11,Inactive,100903,Name_100903,Male,Millennials,2010-11-01,2013-10-29,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,31 to 35,26 To 30,100667,Name_100667,E,,AI,35.0
2013-11-15,2013-11,101536_2013-11,Inactive,101536,Name_101536,Male,Millennials,2011-11-01,2013-11-05,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,101544,Name_101544,E,,BF,24.0
2013-11-15,2013-11,101533_2013-11,Inactive,101533,Name_101533,Male,Millennials,2011-06-01,2013-10-22,VOLUNTARY,Voluntary Termination,Higher Studies,Junior,Bengaluru,Below 30,21 To 25,101492,Name_101492,E,,BF,28.0
2013-11-15,2013-11,101541_2013-11,Inactive,101541,Name_101541,Female,Millennials,2008-06-01,2013-11-11,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,31 to 35,26 To 30,101545,Name_101545,E,,BF,65.0
2013-12-15,2013-12,100968_2013-12,Inactive,100968,Name_100968,Male,Millennials,2013-04-01,2013-11-30,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Bengaluru,Above 35,36 T0 40,100981,Name_100981,E,,AI,7.0
2013-12-15,2013-12,101048_2013-12,Inactive,101048,Name_101048,Male,Millennials,2010-01-01,2013-12-03,VOLUNTARY,Voluntary Termination,Salary Hike,Junior,Bengaluru,31 to 35,26 To 30,101047,Name_101047,E,,CD,47.0
2013-12-15,2013-12,101328_2013-12,Inactive,101328,Name_101328,Male,Millennials,2004-10-01,2013-11-30,VOLUNTARY,Voluntary Termination,Career Growth,Mid,Hyderabad,31 to 35,31 To 35,101322,Name_101322,E,,AP,109.0
2013-12-15,2013-12,101088_2013-12,Inactive,101088,Name_101088,Female,Millennials,2012-08-01,2013-11-16,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,Below 30,26 To 30,101435,Name_101435,E,,CV,15.0
2013-12-15,2013-12,101594_2013-12,Inactive,101594,Name_101594,Male,Millennials,2005-03-01,2013-12-15,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,Above 35,36 T0 40,101568,Name_101568,E,,AS,105.0
2014-01-14,2014-01,100369_2014-01,Inactive,100369,Name_100369,Female,Millennials,2009-06-01,2013-12-19,VOLUNTARY,Voluntary Termination,Health Issues,Junior,Bengaluru,Below 30,26 To 30,100421,Name_100421,E,,AD,54.0
2014-01-14,2014-01,100095_2014-01,Inactive,100095,Name_100095,Female,Millennials,2009-10-01,2013-12-30,VOLUNTARY,Voluntary Termination,Internal Politics,Junior,Bengaluru,Below 30,26 To 30,100076,Name_100076,E,,AO,50.0
2014-01-14,2014-01,101306_2014-01,Inactive,101306,Name_101306,Female,Millennials,2009-03-01,2013-12-26,VOLUNTARY,Voluntary Termination,Family Problems,Junior,Bengaluru,Below 30,26 To 30,101321,Name_101321,E,,AP,57.0
2014-01-14,2014-01,101461_2014-01,Inactive,101461,Name_101461,Female,Millennials,2006-10-01,2013-12-27,VOLUNTARY,Voluntary Termination,Career Growth,Junior,Bengaluru,Below 30,26 To 30,101458,Name_101458,E,,CC,86.0
2014-02-15,2014-02,100339_2014-02,Inactive,100339,Name_100339,Female,Millennials,2013-10-01,2014-01-21,VOLUNTARY,Voluntary Termination,Personal Reason,Junior,Bengaluru,Below 30,26 To 30,100285,Name_100285,E,,AX,3.0
2014-02-15,2014-02,100327_2014-02,Inactive,100327,Name_100327,Female,Millennials,2013-05-01,2014-02-14,VOLUNTARY,Voluntary Termination,Salary Hike,Mid,Bengaluru,31 to 35,31 To 35,100332,Name_100332,E,,AX,9.0
